CODICE,DESCRIZIONE
Y73.1,DISPOSITIVI GASTROENTEROLOGICI E UROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y73.2,"DISPOSITIVI GASTROENTEROLOGICI E UROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y73.3,"DISPOSITIVI GASTROENTEROLOGICI E UROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y73.8,"DISPOSITIVI GASTROENTEROLOGICI E UROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y74.0,DISPOSITIVI DI OSPEDALE GENERALE E PER USO PERSONALE ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y74.1,DISPOSITIVI DI OSPEDALE GENERALE E PER USO PERSONALE ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y74.2,"DISPOSITIVI DI OSPEDALE GENERALE E PER USO PERSONALE ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y74.3,"DISPOSITIVI DI OSPEDALE GENERALE E PER USO PERSONALE ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y74.8,"DISPOSITIVI DI OSPEDALE GENERALE E PER USO PERSONALE ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y75.0,DISPOSITIVI NEUROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y75.1,DISPOSITIVI NEUROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y75.2,"DISPOSITIVI NEUROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y75.3,"DISPOSITIVI NEUROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y75.8,"DISPOSITIVI NEUROLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y76.0,DISPOSITIVI OSTETRICI E GINECOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y76.1,DISPOSITIVI OSTETRICI E GINECOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y76.2,"DISPOSITIVI OSTETRICI E GINECOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y76.3,"DISPOSITIVI OSTETRICI E GINECOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y76.8,"DISPOSITIVI OSTETRICI E GINECOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y77.0,DISPOSITIVI OFTALMICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y77.1,DISPOSITIVI OFTALMICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y77.2,"DISPOSITIVI OFTALMICI ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y77.3,"DISPOSITIVI OFTALMICI ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y77.8,"DISPOSITIVI OFTALMICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y78.0,DISPOSITIVI RADIOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y78.1,DISPOSITIVI RADIOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y78.2,"DISPOSITIVI RADIOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y78.3,"DISPOSITIVI RADIOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y78.8,"DISPOSITIVI RADIOLOGICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y79.0,DISPOSITIVI ORTOPEDICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y79.1,DISPOSITIVI ORTOPEDICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y79.2,"DISPOSITIVI ORTOPEDICI ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y79.3,"DISPOSITIVI ORTOPEDICI ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y79.8,"DISPOSITIVI ORTOPEDICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y80.0,DISPOSITIVI PER MEDICINA FISICA ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y80.1,DISPOSITIVI PER MEDICINA FISICA ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y80.2,"DISPOSITIVI PER MEDICINA FISICA ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y80.3,"DISPOSITIVI PER MEDICINA FISICA ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y80.8,"DISPOSITIVI PER MEDICINA FISICA ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y81.0,DISPOSITIVI PER CHIRURGIA GENERALE E PLASTICA ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y81.1,DISPOSITIVI PER CHIRURGIA GENERALE E PLASTICA ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y81.2,"DISPOSITIVI PER CHIRURGIA GENERALE E PLASTICA ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y81.3,"DISPOSITIVI PER CHIRURGIA GENERALE E PLASTICA ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y81.8,"DISPOSITIVI PER CHIRURGIA GENERALE E PLASTICA ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y82.0,ALTRI E NON SPECIFICATI DISPOSITIVI MEDICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI DIAGNOSTICI E PER MONITORAGGIO
Y82.1,ALTRI E NON SPECIFICATI DISPOSITIVI MEDICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI TERAPEUTICI (NON CHIRURGICI) E RIABILITATIVI
Y82.2,"ALTRI E NON SPECIFICATI DISPOSITIVI MEDICI ASSOCIATI CON INCIDENTI AVVERSI - PROTESI ED ALTRI IMPIANTI, MATERIALI E DISPOSITIVI ACCESSORI"
Y82.3,"ALTRI E NON SPECIFICATI DISPOSITIVI MEDICI ASSOCIATI CON INCIDENTI AVVERSI - STRUMENTI CHIRURGICI, MATERIALI E DISPOSITIVI (COMPRESE LE SUTURE)"
Y82.8,"ALTRI E NON SPECIFICATI DISPOSITIVI MEDICI ASSOCIATI CON INCIDENTI AVVERSI - DISPOSITIVI MISCELLANEI, NON CLASSIFICATI ALTROVE"
Y83.0,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - INTERVENTO CHIRURGICO CON TRAPIANTO DI ORGANO INTERO"
Y83.1,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - INTERVENTO CHIRURGICO CON IMPIANTO DI DISPOSITIVO ARTIFICIALE INTERNO"
Y83.2,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - INTERVENTO CHIRURGICO CON ANASTOMOSI, BYPASS O INNESTO"
Y83.3,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - INTERVENTO CHIRURGICO CON FORMAZIONE DI STOMA ESTERNO"
Y83.4,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - ALTRA CHIRURGIA RICOSTRUTTIVA"
Y83.5,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - AMPUTAZIONE DI ARTO(I)"
Y83.6,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - RIMOZIONE DI ALTRO ORGANO (PARZIALE) (TOTALE)"
Y83.8,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - ALTRE PROCEDURE CHIRURGICHE"
Y83.9,"INTERVENTO CHIRURGICO ED ALTRE PROCEDURE CHIRURGICHE COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI NFORTUNIO ALL'EPOCA DELL'INTERVENTO - PROCEDURA CHIRURGICA, NON SPECIFICATA"
Y84.0,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - CATETERIZZAZIONE CARDIACA"
Y84.1,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - NEFRODIALISI"
Y84.2,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - PROCEDURA RADIOLOGICA E RADIOTERAPIA"
Y84.3,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - SHOCK TERAPIA"
Y84.4,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - ASPIRAZIONE DI FLUIDO"
Y84.5,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - INTRODUZIONE DI SONDA GASTRICA O DUODENALE"
Y84.6,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - CATETERIZZAZIONE URINARIA"
Y84.7,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - PRELIEVO DI SANGUE"
Y84.8,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - ALTRI INTERVENTI MEDICI"
Y84.9,"ALTRI INTERVENTI MEDICI COME CAUSA DI REAZIONE ANOMALA DEL PAZIENTE, O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO - INTERVENTO MEDICO NON SPECIFICATO"
Y85.0,SEQUELE DI ACCIDENTI DA TRASPORTO - SEQUELE DI ACCIDENTE DA VEICOLO A MOTORE
Y85.9,SEQUELE DI ACCIDENTI DA TRASPORTO - SEQUELE DI ALTRI E NON SPECIFICATI ACCIDENTI DA TRASPORTO
Y86,SEQUELE DI ALTRI ACCIDENTI
Y87.0,"SEQUELE DI AUTO LESIONE INTENZIONALE, AGGRESSIONE ED EVENTI DI INTENTO INDETERMINATO - SEQUELE DI AUTO LESIONE INTENZIONALE"
Y87.1,"SEQUELE DI AUTO LESIONE INTENZIONALE, AGGRESSIONE ED EVENTI DI INTENTO INDETERMINATO - SEQUELE DI AGGRESSIONE"
Y87.2,"SEQUELE DI AUTO LESIONE INTENZIONALE, AGGRESSIONE ED EVENTI DI INTENTO INDETERMINATO - SEQUELE DI EVENTI DI INTENTO INDETERMINATO"
Y88.0,"SEQUELE DI ASSISTENZA CHIRURGICA E MEDICA COME CAUSA ESTERNA - SEQUELE DI EFFETTI AVVERSI CAUSATI DA FARMACI, MEDICAMENTI E SOSTANZE BIOLOGICHE IN USO TERAPEUTICO"
Y88.1,SEQUELE DI ASSISTENZA CHIRURGICA E MEDICA COME CAUSA ESTERNA - SEQUELE DI INFORTUNI AI PAZIENTI IN CORSO DI INTERVENTI CHIRURGICI E MEDICI
Y88.2,SEQUELE DI ASSISTENZA CHIRURGICA E MEDICA COME CAUSA ESTERNA - SEQUELE DI INCIDENTI (AVVERSI) CAUSATI DA DISPOSITIVI MEDICI IN USO DIAGNOSTICO E TERAPEUTICO
Y88.3,"SEQUELE DI ASSISTENZA CHIRURGICA E MEDICA COME CAUSA ESTERNA - SEQUELE DI INTERVENTI CHIRURGICI E MEDICI COME CAUSA DI REAZIONE ANOMALA DI UN PAZIENTE O DI COMPLICANZA TARDIVA, SENZA MENZIONE DI INFORTUNIO ALL'EPOCA DELL'INTERVENTO"
Y89.0,SEQUELE DI ALTRE CAUSE ESTERNE - SEQUELE DI INTERVENTO DELLA FORZA PUBBLICA
Y89.1,SEQUELE DI ALTRE CAUSE ESTERNE - SEQUELE DI OPERAZIONI DI GUERRA
Y89.9,SEQUELE DI ALTRE CAUSE ESTERNE - SEQUELE DI CAUSA ESTERNA NON SPECIFICATA
Y90.0,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA INFERIORE A 20 MG/100 ML
Y90.1,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA DI 20 39 MG/100 ML
Y90.2,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA DI 40 59 MG/100 ML
Y90.3,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA DI 60 79 MG/100 ML
Y90.4,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA DI 80 99 MG/100 ML
Y90.5,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA DI 100 119 MG/100 ML
Y90.6,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA DI 120 199 MG/100 ML
Y90.7,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA DI 200 239 MG/100 ML
Y90.8,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - ALCOLEMIA DI 240 MG/100 ML O PIU'
Y90.9,"PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL TASSO DI ALCOLEMIA - PRESENZA DI ALCOL NEL SANGUE, TASSO DI ALCOLEMIA NON SPECIFICATO"
Y91.0,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL GRADO DI INTOSSICAZIONE - INTOSSICAZIONE ALCOLICA LIEVE
Y91.1,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL GRADO DI INTOSSICAZIONE - INTOSSICAZIONE ALCOLICA MODERATA
Y91.2,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL GRADO DI INTOSSICAZIONE - INTOSSICAZIONE ALCOLICA GRAVE
Y91.3,PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL GRADO DI INTOSSICAZIONE - INTOSSICAZIONE ALCOLICA MOLTO GRAVE
Y91.9,"PROVA DEL RUOLO DELL'ALCOL CONFERMATA DAL GRADO DI INTOSSICAZIONE - RUOLO DELL'ALCOL, NON ALTRIMENTI SPECIFICATO"
Y95,CONDIZIONE NOSOCOMIALE
Y96,CONDIZIONE ASSOCIATA AL LAVORO
Y97,CONDIZIONE ASSOCIATA ALL'INQUINAMENTO AMBIENTALE
Y98,CONDIZIONE ASSOCIATA ALLO STILE DI VITA
Z00,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI
Z00.0,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - VISITA MEDICA GENERALE
Z00.1,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - VISITA MEDICA PEDIATRICA DI ROUTINE
Z00.2,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - VISITA MEDICA PER PERIODO DI RAPIDO SVILUPPO NELL'INFANZIA
Z00.3,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - VISITA MEDICA DI ADOLESCENTE DURANTE L'ACCRESCIMENTO PUBERALE
Z00.4,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ESAME PSICHIATRICO GENERALE NON CLASSIFICATO ALTROVE
Z00.5,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ESAMI DI POTENZIALE DONATORE DI ORGANO E TESSUTO
Z00.6,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ESAMI DI COMPARAZIONE E DI CONTROLLO NELL'AMBITO DI UN PROGRAMMA DI RICERCHE CLINICHE
Z00.8,VISITA MEDICA GENERALE ED ANALISI DI PERSONE ASINTOMATICHE O PER LE QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ALTRE VISITE MEDICHE GENERALI
Z01,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI
Z01.0,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ESAME DELL'OCCHIO E DELLA VISTA
Z01.1,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ESAME DELL'ORECCHIO E DELL'UDITO
Z01.2,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - VISITA ODONTOIATRICA
Z01.3,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - MISURAZIONE DELLA PRESSIONE ARTERIOSA
Z01.4,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ESAME GINECOLOGICO (GENERALE) (DI ROUTINE)
Z01.5,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - TEST CUTANEI DIAGNOSTICI E DI SENSIBILIZZAZIONE
Z01.6,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ESAME RADIOLOGICO NON CLASSIFICATO ALTROVE
Z01.7,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ESAME DI LABORATORIO
Z01.8,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - ALTRE VISITE SPECIALISTICHE SPECIFICATE
Z01.9,ALTRE VISITE MEDICHE SPECIALISTICHE ED ESAMI DI SOGGETTI ASINTOMATICI O PER I QUALI NON VIENE RIPORTATA ALCUNA DIAGNOSI - VISITA SPECIALISTICA NON SPECIFICATA
Z02,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI
Z02.0,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - VISITA MEDICA PER L'AMMISSIONE A SCUOLA
Z02.1,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - VISITA MEDICA PRE-IMPIEGO
Z02.2,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - VISITA MEDICA PER L'AMMISSIONE IN INSTITUTI RESIDENZIALI
Z02.3,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - VISITA MEDICA PER IL RECLUTAMENTO NELL'ESERCITO
Z02.4,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - VISITA MEDICA PER LA PATENTE DI GUIDA DI VEICOLI
Z02.5,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - VISITA MEDICA PER LA PRATICA DI ATTIVITÀ SPORTIVE
Z02.6,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - VISITA MEDICA PER SCOPI ASSICURATIVI
Z02.7,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - RILASCIO DI CERTIFICATO MEDICO
Z02.8,VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - ALTRA VISITA PER SCOPI AMMINISTRATIVI
Z02.9,"VISITE MEDICHE E RICORSO AI SERVIZI SANITARI PER SCOPI AMMINISTRATIVI - VISITA MEDICA, NON SPECIFICATA, PER SCOPI AMMINISTRATIVI"
Z03,OSSERVAZIONE ED ESAME PER SOSPETTO DI MALATTIE E CONDIZIONI
Z03.0,OSSERVAZIONE ED ESAME PER SOSPETTO DI MALATTIE E CONDIZIONI - OSSERVAZIONE PER SOSPETTO DI TUBERCOLOSI
Z03.1,OSSERVAZIONE ED ESAME PER SOSPETTO DI MALATTIE E CONDIZIONI - OSSERVAZIONE PER SOSPETTO DI TUMORE MALIGNO
Z03.2,OSSERVAZIONE ED ESAME PER SOSPETTO DI MALATTIE E CONDIZIONI - OSSERVAZIONE PER SOSPETTO DI DISTURBI PSICHICI E COMPORTAMENTALI
Z03.3,OSSERVAZIONE ED ESAME PER SOSPETTO DI MALATTIE E CONDIZIONI - OSSERVAZIONE PER SOSPETTO DI DISTURBO DEL SISTEMA NERVOSO CENTRALE
Z03.4,OSSERVAZIONE ED ESAME PER SOSPETTO DI MALATTIE E CONDIZIONI - OSSERVAZIONE PER SOSPETTO DI INFARTO MIOCARDICO
Z03.5,OSSERVAZIONE ED ESAME PER SOSPETTO DI MALATTIE E CONDIZIONI - OSSERVAZIONE PER SOSPETTO DI ALTRE MALATTIE CARDIOVASCOLARI
Z03.6,OSSERVAZIONE ED ESAME PER SOSPETTO DI MALATTIE E CONDIZIONI - OSSERVAZIONE PER SOSPETTO DI INGESTIONE DI SOSTANZE TOSSICHE
